,LBD,WHA,IWD,GBH,WHH,GBA,B365H,B365AH,B365<2.5,LBH,LBAHH,SOD,B365D,SBD,SBH,B365>2.5,GB>2.5,WHD,SOA,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,SOH,HomeTeam,AwayTeam,idGame
249,3.2,3.2,3.1,2.1,2.0,3.4,2.2,,1.85,2.1,2.0,3.25,3.25,3.25,2.0,1.95,1.85,3.2,3.25,3.2,1.85,3.0,3.25,1.85,1.95,,3.2,-0.25,-0.25,2.0,1.9,3.2,,2.0,Bolton,Man City,Bolton_Man City_2003
250,3.2,2.8,3.0,2.1,2.2,3.4,2.2,-0.25,1.85,2.0,2.0,3.25,3.25,3.25,2.0,1.95,1.75,3.2,2.8,2.9,1.85,3.2,3.25,1.95,1.6,1.875,3.2,-0.25,0.0,2.2,2.2,3.2,2.025,2.2,Charlton,Blackburn,Charlton_Blackburn_2003
251,3.2,2.5,3.0,2.6,2.62,2.6,2.625,0.0,1.8,2.375,1.85,3.2,3.2,3.2,2.4,2.0,1.79,2.9,2.6,2.5,2.0,2.6,2.6,1.9,2.2,2.05,3.2,0.0,-0.25,2.5,1.6,2.6,1.85,2.6,Chelsea,Arsenal,Chelsea_Arsenal_2003
252,4.5,11.0,4.5,1.25,1.2,11.0,1.222,-1.5,2.15,1.25,1.95,5.5,5.5,5.5,1.2,1.66,1.5,5.0,10.0,9.0,1.9,10.0,10.0,2.35,1.45,2.125,5.25,-1.75,-1.25,1.25,2.6,13.0,1.775,1.2,Man United,Leeds,Man United_Leeds_2003
253,3.25,4.33,3.2,1.8,1.72,4.5,1.7269999999999999,-0.75,1.85,1.615,2.05,3.4,3.4,3.25,1.72,1.95,1.79,3.2,5.0,4.2,1.8,5.0,4.33,1.9,2.15,1.775,3.25,-0.75,-1.0,1.7,1.65,5.0,2.125,1.62,Newcastle,Middlesbrough,Newcastle_Middlesbrough_2003
254,3.2,3.75,3.1,2.0,1.83,3.65,2.0,-0.25,1.7,1.8330000000000002,1.85,3.25,3.2,3.25,2.0,2.1,1.95,3.2,3.25,3.6,2.0,3.75,3.25,1.75,1.8,2.075,3.25,-0.25,-0.25,1.85,2.05,3.75,1.825,2.0,Southampton,Everton,Southampton_Everton_2003
255,3.2,2.62,3.0,2.5,2.37,2.7,2.6,0.0,1.9,2.375,1.8,3.2,3.2,3.2,2.37,1.9,1.9,3.1,2.5,2.6,2.05,2.6,2.62,1.79,2.2,2.0,3.2,0.0,-0.25,2.4,1.6,2.625,1.9,2.5,Wolves,Fulham,Wolves_Fulham_2003
256,2.875,3.4,3.1,2.05,2.0,3.5,2.1,-0.25,1.66,2.0,2.05,3.25,3.1,3.2,2.0,2.15,2.0,3.0,3.4,3.2,1.8,3.6,3.3,1.71,1.7,2.0,3.25,-0.5,-0.25,2.0,2.05,3.6,1.9,2.1,Aston Villa,Birmingham,Aston Villa_Birmingham_2003
257,3.4,5.5,3.3,1.6,1.57,5.6,1.571,-0.75,2.0,1.5,2.05,3.75,3.5,3.4,1.57,1.8,1.65,3.3,5.5,4.4,1.8,6.0,5.5,2.05,2.3,2.1,3.6,-1.0,-1.25,1.65,1.55,6.5,1.8,1.57,Tottenham,Leicester,Tottenham_Leicester_2003
258,5.0,11.0,4.0,1.25,1.2,12.0,1.286,-1.5,2.05,1.222,2.0,5.0,5.0,5.0,1.25,1.75,1.65,5.0,10.0,7.0,1.85,10.0,9.0,2.05,2.05,1.85,5.0,-1.5,-1.5,1.35,1.8,10.0,2.05,1.22,Arsenal,Charlton,Arsenal_Charlton_2003
259,3.2,3.0,3.1,2.1,2.1,3.3,2.1,-0.25,1.9,2.1,1.8,3.25,3.25,3.2,2.1,1.9,1.9,3.2,3.0,3.5,2.05,3.0,3.1,1.79,1.8,2.1,3.25,-0.25,-0.25,1.9,2.05,3.4,1.8,2.1,Blackburn,Southampton,Blackburn_Southampton_2003
260,3.2,2.75,3.0,2.3,2.25,2.95,2.375,-0.25,1.75,2.2,1.9,3.2,3.25,3.2,2.25,2.05,1.79,3.2,2.62,2.7,1.95,2.8,2.8,1.9,1.95,1.9,3.25,-0.25,-0.25,2.3,1.9,2.875,2.0,2.38,Everton,Aston Villa,Everton_Aston Villa_2003
261,3.25,1.57,3.2,5.1,5.0,1.67,5.0,0.75,1.95,4.5,1.75,3.4,3.6,3.4,5.0,1.85,1.71,3.5,1.67,1.75,2.1,1.6669999999999998,1.61,2.0,1.8,1.875,3.5,1.0,1.0,4.0,2.05,1.6669999999999998,2.025,4.5,Fulham,Man United,Fulham_Man United_2003
262,3.2,3.3,3.0,2.2,2.0,3.2,2.2,-0.25,1.85,2.1,1.95,3.2,3.25,3.25,2.1,1.95,1.85,3.1,2.88,3.2,1.9,3.0,3.0,1.85,1.95,1.975,3.2,-0.25,-0.25,2.1,1.9,3.2,1.925,2.2,Leicester,Wolves,Leicester_Wolves_2003
263,3.4,1.72,3.2,4.4,4.2,1.8,4.333,0.5,1.9,4.0,1.95,3.25,3.3,3.25,4.33,1.9,1.75,3.25,1.73,1.75,1.9,1.7269999999999999,1.72,1.95,1.9,1.9,3.35,0.5,0.5,4.0,1.8,1.8330000000000002,2.0,4.33,Man City,Chelsea,Man City_Chelsea_2003
264,3.2,1.9,3.1,3.2,3.5,2.2,3.2,0.25,1.8,2.75,2.05,3.0,3.25,3.25,3.0,2.0,1.79,3.2,2.2,2.0,1.8,2.25,2.1,1.9,2.0,1.925,3.2,0.25,0.25,3.2,1.85,2.2,1.975,3.4,Leeds,Liverpool,Leeds_Liverpool_2003
265,3.2,2.2,3.0,3.2,2.8,2.2,3.2,0.25,1.85,3.0,2.0,3.25,3.25,3.25,3.0,1.95,1.85,3.2,2.2,2.1,1.85,2.1,2.1,1.85,1.95,1.95,3.2,0.25,0.25,3.2,1.9,2.2,1.95,2.8,Portsmouth,Newcastle,Portsmouth_Newcastle_2003
266,3.2,3.1,3.1,2.15,2.1,3.25,2.1,-0.25,,2.1,1.95,3.3,3.25,3.25,2.1,,1.95,3.1,3.3,3.2,1.9,3.0,3.0,1.75,1.6,1.9,3.25,-0.25,0.0,2.0,2.2,3.4,2.0,2.1,Birmingham,Middlesbrough,Birmingham_Middlesbrough_2003
267,3.2,3.2,3.0,2.1,2.0,3.4,2.1,-0.25,1.8,2.0,1.9,3.25,3.25,3.25,2.0,2.0,1.85,3.2,3.8,3.3,1.95,3.2,3.25,1.85,1.85,1.975,3.2,-0.25,-0.25,2.0,2.0,3.2,1.925,1.95,Birmingham,Bolton,Birmingham_Bolton_2003
268,3.2,2.75,3.0,2.25,2.2,3.0,2.2,-0.25,1.8,2.0,1.9,3.2,3.25,3.25,2.1,2.0,2.0,3.25,3.2,3.1,1.95,3.2,3.0,1.71,1.9,2.05,3.3,-0.25,-0.25,2.1,1.95,2.8,1.85,2.2,Middlesbrough,Tottenham,Middlesbrough_Tottenham_2003
269,3.75,5.5,3.7,1.53,1.53,6.5,1.571,-1.0,1.95,1.444,1.75,3.75,3.5,3.6,1.5,1.85,1.75,3.4,7.0,5.0,2.1,6.0,6.0,1.95,2.2,2.0,3.65,-1.0,-1.25,1.5,1.6,6.5,1.9,1.5,Birmingham,Leicester,Birmingham_Leicester_2003
270,3.4,1.5,3.4,6.0,6.0,1.57,6.5,1.0,2.0,6.0,2.1,3.75,3.75,3.4,6.0,1.8,1.71,3.4,1.5,1.6,1.75,1.5,1.53,2.0,2.25,2.1,3.6,0.75,0.5,4.6,1.57,1.5330000000000001,1.8,7.0,Blackburn,Arsenal,Blackburn_Arsenal_2003
271,3.2,1.66,3.2,4.75,4.5,1.73,4.5,0.75,1.9,4.333,2.05,3.6,3.6,3.25,4.33,1.9,1.79,3.3,1.67,1.75,1.8,1.7269999999999999,1.73,1.9,1.98,2.1,3.4,0.5,0.5,4.0,1.73,1.7269999999999999,1.8,5.0,Bolton,Chelsea,Bolton_Chelsea_2003
272,3.2,3.0,3.0,2.2,2.1,3.15,2.2,-0.25,1.8,2.1,1.95,3.25,3.25,3.25,2.1,2.0,1.9,3.2,3.1,3.1,1.9,3.0,3.0,1.79,1.92,1.95,3.2,-0.25,-0.25,2.1,1.92,3.2,1.95,2.2,Charlton,Middlesbrough,Charlton_Middlesbrough_2003
273,3.2,4.33,3.2,1.75,1.72,4.7,1.7269999999999999,-0.75,1.8,1.7269999999999999,1.95,3.3,3.4,3.4,1.67,2.0,1.79,3.2,5.5,4.2,1.9,4.333,4.5,1.9,2.0,1.85,3.4,-0.75,-0.75,1.7,1.85,5.0,2.05,1.67,Everton,Portsmouth,Everton_Portsmouth_2003
274,3.25,4.0,3.1,1.85,1.72,4.0,1.8330000000000002,-0.5,1.8,1.8,2.05,3.4,3.3,3.25,1.85,2.0,1.79,3.4,4.33,3.8,1.8,3.75,3.75,1.9,1.7,1.85,3.4,-0.5,-0.25,1.8,2.05,4.333,2.05,1.8,Fulham,Leeds,Fulham_Leeds_2003
275,3.2,1.72,3.2,4.33,4.0,1.8,4.0,0.5,1.95,4.0,1.95,3.4,3.25,3.2,4.0,1.85,1.71,3.4,1.8,1.7,1.9,1.8,1.8,2.0,1.9,1.9,3.4,0.5,0.5,4.2,1.8,1.909,2.0,4.33,Man City,Man United,Man City_Man United_2003
276,3.2,2.25,3.0,2.8,2.75,2.4,2.875,0.25,1.8,2.6,1.85,3.2,3.25,3.2,2.62,2.0,1.9,3.2,2.38,2.3,2.0,2.375,2.38,1.79,1.5,2.1,3.25,0.25,0.5,2.7,2.4,2.375,1.8,2.88,Southampton,Liverpool,Southampton_Liverpool_2003
277,3.2,2.6,3.0,2.5,2.4,2.7,2.5,0.0,1.95,2.375,1.95,3.25,3.25,3.2,2.4,1.85,1.75,3.1,2.8,2.5,1.9,2.6,2.6,1.95,2.2,1.95,3.2,0.0,-0.25,2.5,1.6,2.7,1.95,2.4,Tottenham,Newcastle,Tottenham_Newcastle_2003
278,3.2,2.6,3.0,2.6,2.4,2.6,2.7,0.0,1.8,2.375,1.95,3.3,3.25,3.0,2.5,2.0,1.85,3.1,2.62,2.5,1.9,2.6,2.6,1.85,2.2,1.925,3.2,0.0,-0.25,2.5,1.6,2.5,1.975,2.5,Wolves,Aston Villa,Wolves_Aston Villa_2003
279,3.75,7.0,3.8,1.45,1.44,8.0,1.44,-1.0,1.85,1.4,1.8,3.75,4.0,3.75,1.44,1.95,1.79,3.5,8.0,5.4,2.05,7.0,6.5,1.9,2.15,1.825,3.75,-1.0,-1.25,1.45,1.65,7.5,2.025,1.44,Liverpool,Portsmouth,Liverpool_Portsmouth_2003
280,5.0,9.5,4.5,1.25,1.22,11.0,1.222,-1.5,2.05,1.2,1.95,5.5,5.5,5.5,1.2,1.75,1.65,5.0,12.0,9.0,1.9,11.0,10.0,2.05,1.7,1.925,5.25,-1.5,-1.25,1.25,2.05,13.0,1.975,1.22,Arsenal,Bolton,Arsenal_Bolton_2003
281,3.25,3.75,3.1,1.85,1.8,4.25,1.8,-0.5,1.85,1.6669999999999998,1.85,3.4,3.4,3.25,1.8,1.95,1.85,3.3,4.33,3.6,2.0,4.5,4.0,1.85,1.55,2.05,3.25,-0.5,-0.25,1.85,2.3,4.5,1.85,1.8,Aston Villa,Blackburn,Aston Villa_Blackburn_2003
282,3.75,6.5,3.8,1.44,1.44,7.5,1.444,-1.0,1.9,1.4,1.8,3.75,4.0,3.75,1.4,1.9,1.79,3.6,8.0,5.4,2.05,7.0,7.5,1.9,2.0,2.075,4.0,-1.0,-1.25,1.45,1.75,7.5,1.825,1.44,Chelsea,Fulham,Chelsea_Fulham_2003
283,3.2,2.7,2.9,2.5,2.37,2.72,2.5,0.0,1.8,2.375,1.85,3.25,3.25,3.2,2.4,2.0,1.85,3.0,2.8,2.7,2.0,2.6,2.6,1.85,2.2,2.0,3.2,0.0,-0.25,2.4,1.6,2.7,1.9,2.4,Leicester,Everton,Leicester_Everton_2003
284,3.75,8.0,4.0,1.4,1.36,8.5,1.364,-1.25,1.9,1.364,1.75,4.75,4.333,4.0,1.36,1.9,1.79,3.75,10.0,7.0,2.1,8.0,7.5,1.9,1.55,2.1,4.0,-1.25,-1.0,1.35,2.3,9.0,1.8,1.3,Liverpool,Wolves,Liverpool_Wolves_2003
285,3.75,6.5,3.9,1.44,1.44,7.5,1.444,-1.25,2.05,1.4,2.0,4.2,4.0,3.75,1.4,1.75,1.65,3.6,6.5,6.5,1.85,7.0,7.5,2.05,1.8,1.825,4.0,-1.25,-1.0,1.37,1.95,7.5,2.075,1.44,Man United,Tottenham,Man United_Tottenham_2003
286,3.2,2.8,3.0,2.2,2.25,3.2,2.2,-0.25,1.66,2.0,1.85,3.2,3.2,3.25,2.1,2.15,2.0,3.1,3.2,2.7,2.0,3.2,3.0,1.71,1.5,2.0,3.2,-0.25,0.0,2.3,2.45,3.25,1.9,2.2,Middlesbrough,Birmingham,Middlesbrough_Birmingham_2003
287,3.25,4.5,3.2,1.7,1.66,5.0,1.7269999999999999,-0.75,1.8,1.615,1.95,3.6,3.4,3.4,1.66,2.0,1.85,3.3,5.0,4.2,1.9,5.0,4.5,1.85,2.15,1.875,3.4,-0.75,-1.0,1.7,1.65,5.0,2.025,1.67,Newcastle,Charlton,Newcastle_Charlton_2003
288,3.2,2.6,3.0,2.5,2.4,2.7,2.6,0.0,1.66,2.5,1.85,3.3,3.1,3.2,2.4,2.15,1.95,3.1,2.63,2.7,2.0,2.5,2.6,1.75,2.05,2.05,3.2,0.0,-0.25,2.3,1.7,2.7,1.85,2.5,Portsmouth,Southampton,Portsmouth_Southampton_2003
289,3.2,2.4,3.0,2.45,2.6,2.77,2.5,0.0,1.85,2.25,1.8,3.3,3.25,3.2,2.37,1.95,1.79,3.1,2.63,2.7,2.05,2.75,2.62,1.9,2.05,2.05,3.2,0.0,-0.25,2.3,1.7,2.7,1.85,2.5,Leeds,Man City,Leeds_Man City_2003
290,3.4,4.0,3.2,1.95,1.72,3.75,1.8330000000000002,-0.5,1.8,1.7269999999999999,2.0,3.4,3.3,3.4,1.83,2.0,1.9,3.4,4.33,4.0,1.85,4.0,3.6,1.79,1.6,1.85,3.3,-0.5,-0.25,1.75,2.2,4.333,2.05,1.8,Birmingham,Leeds,Birmingham_Leeds_2003
291,3.25,4.5,3.1,1.8,1.66,4.4,1.8,-0.5,1.85,1.8,1.95,3.4,3.4,3.4,1.72,1.95,1.9,3.3,4.75,3.8,1.9,3.75,4.2,1.79,2.15,2.1,3.35,-0.75,-1.0,1.8,1.65,4.333,1.8,1.73,Blackburn,Portsmouth,Blackburn_Portsmouth_2003
292,3.2,2.87,3.0,2.25,2.2,3.15,2.2,-0.25,1.85,2.2,2.0,3.2,3.25,3.25,2.1,1.95,1.9,3.1,3.4,2.9,1.85,2.8,3.0,1.79,1.55,1.9,3.15,-0.25,0.0,2.2,2.3,3.2,2.0,2.1,Charlton,Aston Villa,Charlton_Aston Villa_2003
293,5.0,11.0,4.5,1.25,1.2,11.5,1.25,-1.5,2.0,1.2,1.8,5.5,5.0,5.0,1.22,1.8,1.71,5.0,15.0,9.0,2.05,11.0,10.0,2.0,1.5,2.1,5.15,-1.5,-1.25,1.25,2.45,13.0,1.8,1.2,Chelsea,Wolves,Chelsea_Wolves_2003
294,3.2,3.1,3.1,2.2,2.1,3.2,2.2,-0.25,1.8,2.2,1.85,3.25,3.25,3.2,2.2,2.0,1.95,3.1,3.1,3.2,2.0,2.8,2.87,1.75,1.55,1.95,3.2,-0.25,0.0,2.0,2.3,3.2,1.95,2.2,Everton,Middlesbrough,Everton_Middlesbrough_2003
295,3.2,3.4,3.1,2.05,1.9,3.5,2.0,-0.5,1.9,2.1,2.0,3.4,3.4,3.25,2.0,1.9,1.85,3.25,3.2,3.5,1.85,3.0,3.25,1.85,1.7,1.9,3.3,-0.5,-0.25,1.9,2.05,3.5,2.0,2.1,Man City,Fulham,Man City_Fulham_2003
296,3.2,2.8,3.1,2.2,2.2,3.15,2.25,-0.25,1.8,2.1,1.9,3.25,3.2,3.2,2.2,2.0,1.95,3.2,3.1,3.5,1.95,3.0,2.87,1.75,1.9,2.0,3.25,-0.25,-0.25,1.9,1.95,3.1,1.9,2.2,Southampton,Tottenham,Southampton_Tottenham_2003
297,3.4,3.4,3.1,2.1,2.0,3.35,2.1,-0.25,1.9,1.909,1.95,3.3,3.25,3.25,2.0,1.9,1.85,3.0,3.6,3.5,1.9,3.25,3.25,1.85,1.5,1.95,3.25,-0.25,0.0,1.9,2.45,3.4,1.95,2.0,Arsenal,Man United,Arsenal_Man United_2003
298,3.25,2.37,3.0,2.7,2.7,2.5,2.875,0.0,1.8,2.75,2.05,3.2,3.25,3.2,2.62,2.0,1.9,3.0,2.38,2.5,1.8,2.2,2.37,1.79,2.3,1.85,3.2,0.0,-0.25,2.5,1.55,2.375,2.05,2.88,Bolton,Newcastle,Bolton_Newcastle_2003
299,3.25,2.1,3.1,3.6,3.1,2.0,3.4,0.5,1.85,3.75,1.85,3.3,3.25,3.25,3.25,1.95,1.9,3.1,2.0,1.9,2.0,1.8,2.0,1.79,1.55,2.05,3.3,0.5,0.75,3.5,2.3,2.1,1.85,3.6,Leicester,Liverpool,Leicester_Liverpool_2003
300,3.2,3.0,3.0,2.2,2.1,3.2,2.25,-0.25,1.75,2.0,1.95,3.2,3.2,3.2,2.1,2.05,1.9,3.2,3.2,3.1,1.9,3.2,3.1,1.79,1.65,1.95,3.2,-0.25,0.0,2.1,2.15,3.1,1.95,2.2,Fulham,Birmingham,Fulham_Birmingham_2003
301,3.2,3.5,3.0,2.0,1.9,3.7,1.909,-0.5,1.75,1.8,2.0,3.25,3.25,3.25,1.85,2.05,1.95,3.2,4.0,3.3,1.85,4.0,3.75,1.75,1.7,1.85,3.25,-0.5,-0.25,2.0,2.05,4.0,2.05,1.91,Middlesbrough,Bolton,Middlesbrough_Bolton_2003
302,3.4,5.5,3.4,1.62,1.53,5.65,1.615,-0.75,1.95,1.5,1.75,3.6,3.4,3.4,1.53,1.85,1.75,3.4,6.0,4.6,2.1,6.0,6.0,1.95,2.0,2.025,3.5,-0.75,-1.0,1.6,1.75,6.0,1.875,1.57,Newcastle,Everton,Newcastle_Everton_2003
303,3.2,1.8,3.1,3.5,3.75,2.05,4.0,0.5,1.9,3.0,1.8,3.4,3.25,3.2,3.6,1.9,1.79,3.3,1.91,1.9,2.05,2.1,1.9,1.9,2.05,2.05,3.25,0.5,0.25,3.5,1.7,1.909,1.85,3.75,Tottenham,Chelsea,Tottenham_Chelsea_2003
304,3.2,2.6,3.0,2.5,2.4,2.7,2.5,0.0,1.7,2.6,1.95,3.3,3.4,3.2,2.5,2.1,1.95,3.1,2.62,2.9,1.9,2.375,2.5,1.75,2.2,1.975,3.2,0.0,-0.25,2.2,1.6,2.625,1.925,2.5,Wolves,Southampton,Wolves_Southampton_2003
305,3.4,3.75,3.1,1.95,1.83,3.85,1.909,-0.5,1.85,1.7269999999999999,2.05,3.4,3.3,3.25,1.85,1.95,1.85,3.2,3.8,3.6,1.8,4.0,3.75,1.85,1.67,1.875,3.25,-0.5,-0.25,1.85,2.1,4.0,2.025,1.91,Aston Villa,Man City,Aston Villa_Man City_2003
306,3.4,5.0,3.4,1.62,1.61,5.75,1.615,-0.75,1.85,1.5,1.95,3.6,3.4,3.4,1.57,1.95,1.75,3.3,5.5,4.6,1.9,6.0,5.5,1.95,2.05,1.975,3.5,-0.75,-1.0,1.6,1.7,6.0,1.925,1.62,Liverpool,Blackburn,Liverpool_Blackburn_2003
307,3.2,3.0,3.1,2.05,2.1,3.55,2.0,-0.5,1.95,1.909,2.0,3.3,3.3,3.2,2.1,1.85,1.75,3.2,3.3,3.5,1.85,3.5,3.1,1.95,1.7,1.85,3.2,-0.5,-0.25,1.9,2.05,3.6,2.05,2.1,Leeds,Leicester,Leeds_Leicester_2003
308,3.2,4.33,3.1,1.92,1.72,4.0,1.909,-0.5,1.8,1.8,1.95,3.2,3.1,3.25,1.85,2.0,1.85,3.2,4.5,3.8,1.9,4.0,3.75,1.85,1.45,1.875,3.2,-0.5,0.0,1.8,2.6,4.333,2.025,1.83,Arsenal,Liverpool,Arsenal_Liverpool_2003
309,3.2,2.87,3.1,2.2,2.25,3.2,2.2,-0.25,1.8,2.0,2.0,3.25,3.25,3.2,2.1,2.0,1.9,3.0,3.1,3.2,1.85,3.2,3.1,1.79,1.6,1.95,3.2,-0.25,0.0,2.0,2.21,3.2,1.95,2.2,Everton,Tottenham,Everton_Tottenham_2003
310,3.2,1.66,3.1,4.25,4.33,1.8,4.5,0.75,1.85,4.333,1.85,3.4,3.3,3.25,4.0,1.95,1.79,3.4,1.8,1.85,2.0,1.7269999999999999,1.8,1.9,1.85,2.075,3.45,0.75,0.75,3.6,2.0,1.8,1.825,4.33,Birmingham,Man United,Birmingham_Man United_2003
311,3.4,3.2,3.0,2.0,2.0,3.65,2.1,-0.25,1.9,2.0,1.8,3.2,3.25,3.25,1.9,1.9,1.79,3.2,3.4,3.1,2.05,3.0,3.5,1.9,1.55,2.05,3.25,-0.25,0.0,2.1,2.3,3.4,1.85,2.1,Blackburn,Leeds,Blackburn_Leeds_2003
312,3.25,2.6,3.0,2.45,2.4,2.75,2.5,0.0,1.8,2.4,1.8,3.3,3.25,3.2,2.37,2.0,1.9,3.1,2.62,2.6,2.05,2.5,2.62,1.79,2.2,2.05,3.2,0.0,-0.25,2.4,1.6,2.7,1.85,2.5,Bolton,Aston Villa,Bolton_Aston Villa_2003
313,3.25,4.0,3.1,1.85,1.72,4.33,1.8,-0.5,1.85,1.8,1.95,3.5,3.5,3.25,1.8,1.95,1.9,3.4,4.75,3.8,1.9,3.75,4.0,1.79,1.6,1.95,3.25,-0.5,-0.25,1.8,2.2,4.2,1.95,1.73,Charlton,Portsmouth,Charlton_Portsmouth_2003
314,3.75,8.0,4.2,1.4,1.36,8.0,1.364,-1.0,1.95,1.4,1.7,4.33,4.5,3.75,1.4,1.85,1.85,3.75,8.5,8.0,2.15,7.0,7.5,1.85,2.0,2.1,4.1,-1.0,-1.25,1.3,1.85,8.5,1.8,1.36,Chelsea,Middlesbrough,Chelsea_Middlesbrough_2003
315,3.0,2.75,3.0,2.35,2.3,2.9,2.3,-0.25,1.75,2.375,2.05,3.3,3.25,3.2,2.37,2.05,1.95,3.1,2.9,3.1,1.8,2.75,2.62,1.75,1.65,1.8,3.2,-0.25,0.0,2.1,2.15,3.0,2.1,2.3,Leicester,Fulham,Leicester_Fulham_2003
316,3.5,5.0,3.5,1.62,1.61,5.5,1.615,-1.0,2.0,1.571,1.85,3.6,3.6,3.4,1.61,1.8,1.85,3.3,6.5,4.8,2.0,5.0,5.0,1.85,2.2,1.975,3.5,-1.0,-1.25,1.55,1.6,5.5,1.925,1.53,Man City,Wolves,Man City_Wolves_2003
317,3.2,2.1,3.0,2.9,3.1,2.3,3.2,0.25,1.95,3.2,,3.4,3.25,3.25,3.0,1.85,1.79,3.1,2.38,2.2,,2.0,2.1,1.9,1.8,2.1,3.3,,0.25,2.9,2.05,2.2,1.8,2.75,Newcastle,Arsenal,Newcastle_Arsenal_2003
318,3.4,1.83,3.1,3.85,3.75,1.95,3.5,0.5,1.8,4.0,1.9,3.4,3.4,3.2,3.6,2.0,1.86,3.2,1.91,2.0,1.95,1.7269999999999999,1.9,1.87,2.15,2.0,3.25,0.5,0.25,3.2,1.65,2.0,1.9,3.75,Aston Villa,Chelsea,Aston Villa_Chelsea_2003
319,3.4,3.2,3.1,2.0,2.0,3.65,2.0,-0.25,1.9,1.8330000000000002,2.05,3.4,3.25,3.25,1.9,1.9,1.86,3.2,3.75,3.5,1.8,3.5,3.5,1.86,1.9,1.975,3.25,-0.5,-0.25,1.9,1.95,3.75,1.925,1.91,Fulham,Blackburn,Fulham_Blackburn_2003
320,3.5,5.0,3.5,1.6,1.57,6.0,1.615,-1.25,1.9,1.5330000000000001,1.95,3.6,3.5,3.4,1.61,1.9,1.77,3.5,5.5,4.8,1.9,5.5,5.0,1.96,2.05,1.8,3.45,-1.0,-1.25,1.55,1.7,6.0,2.1,1.62,Liverpool,Charlton,Liverpool_Charlton_2003
321,3.2,3.2,3.0,2.05,2.0,3.5,2.1,-0.25,1.8,2.0,1.8,3.3,3.25,3.25,2.0,2.0,1.91,3.2,3.3,3.1,2.05,3.2,3.25,1.81,1.5,2.025,3.25,-0.25,0.0,2.1,2.45,3.4,1.875,2.1,Middlesbrough,Southampton,Middlesbrough_Southampton_2003
322,3.2,2.62,2.9,2.4,2.25,2.8,2.375,-0.25,1.8,2.375,2.0,3.3,3.25,3.2,2.3,2.0,1.91,3.3,2.8,2.7,1.85,2.6,2.7,1.81,1.7,1.975,3.25,-0.25,0.0,2.4,2.05,2.875,1.925,2.38,Portsmouth,Birmingham,Portsmouth_Birmingham_2003
323,3.2,3.2,3.0,2.1,2.0,3.35,2.2,-0.25,1.9,2.0,1.95,3.3,3.25,3.25,2.0,1.9,1.81,3.2,3.3,3.3,1.9,3.2,3.25,1.91,1.55,1.95,3.25,-0.25,0.0,2.0,2.3,3.2,1.95,2.1,Tottenham,Man City,Tottenham_Man City_2003
324,3.25,2.62,3.0,2.4,2.3,2.8,2.4,0.0,1.9,2.4,2.0,3.3,3.4,3.2,2.37,1.9,1.91,3.2,2.63,2.7,1.85,2.5,2.62,1.81,1.75,2.15,3.25,-0.25,0.0,2.3,2.0,2.75,1.75,2.5,Wolves,Bolton,Wolves_Bolton_2003
325,3.2,2.87,3.0,2.1,2.1,3.35,2.2,-0.25,1.9,2.2,1.85,3.3,3.3,3.25,2.1,1.9,1.86,3.3,3.0,3.1,2.0,2.8,3.0,1.86,1.55,2.05,3.25,-0.25,0.0,2.1,2.3,3.2,1.85,2.25,Leeds,Everton,Leeds_Everton_2003
326,5.0,8.0,4.7,1.25,1.22,11.0,1.286,-1.75,2.15,1.2,1.95,5.0,5.0,5.0,1.25,1.65,1.66,5.5,10.0,9.5,1.9,11.0,8.5,2.07,1.7,1.825,5.25,-1.75,-1.5,1.22,2.05,10.0,2.075,1.25,Man United,Leicester,Man United_Leicester_2003
327,5.0,8.0,4.2,1.3,1.3,9.0,1.3330000000000002,-1.25,2.15,1.25,1.85,5.0,5.0,4.5,1.28,1.66,1.55,4.33,9.5,8.0,2.0,8.0,9.0,2.25,1.65,1.975,5.0,-1.25,-1.0,1.3,2.15,8.0,1.925,1.29,Arsenal,Leeds,Arsenal_Leeds_2003
328,3.25,3.5,3.1,1.91,1.83,3.75,1.909,-0.5,2.0,1.8,1.8,3.4,3.5,3.25,1.85,1.8,1.85,3.4,3.75,3.8,2.05,3.75,3.75,1.85,1.65,2.0,3.4,-0.5,-0.25,1.8,2.15,3.75,1.9,1.91,Blackburn,Leicester,Blackburn_Leicester_2003
329,3.25,2.75,2.7,2.25,2.25,3.0,2.25,-0.25,1.85,2.2,2.0,3.3,3.2,3.2,2.1,1.95,1.95,3.2,3.3,3.0,1.85,2.75,3.1,1.75,1.65,1.85,3.3,-0.25,0.0,2.3,2.15,3.1,2.05,2.1,Bolton,Tottenham,Bolton_Tottenham_2003
330,3.2,3.0,3.0,2.15,2.1,3.25,2.1,-0.25,1.8,2.0,1.8,3.2,3.25,3.2,2.1,2.0,2.05,3.2,3.4,3.1,2.05,3.2,3.1,1.65,1.5,2.025,3.25,-0.25,0.0,2.1,2.45,3.4,1.875,2.1,Charlton,Birmingham,Charlton_Birmingham_2003
331,3.75,7.0,3.9,1.4,1.36,8.0,1.444,-1.0,1.9,1.4,1.8,4.33,4.0,3.75,1.36,1.9,1.75,4.0,8.5,6.0,2.05,7.0,9.0,1.95,2.0,2.1,4.1,-1.0,-1.25,1.4,1.75,7.5,1.8,1.36,Chelsea,Everton,Chelsea_Everton_2003
