,LBD,WHA,IWD,GBH,WHH,GBA,B365H,BWD,B365AH,B365<2.5,LBH,LBAHH,BWH,BWA,B365D,SBD,SBH,WHD,GB>2.5,B365>2.5,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,HomeTeam,AwayTeam,idGame
0,3.2,4.0,3.1,2.0,1.8,3.5,1.9,3.25,-0.5,1.75,1.73,2.02,1.9,4.0,3.1,3.25,1.91,3.1,1.91,2.05,3.6,1.82,4.33,3.75,1.79,1.7,1.9,3.25,-0.5,-0.25,1.85,2.05,4.33,2.0,Aston Villa,Southampton,Aston Villa_Southampton_2004
1,3.25,4.0,3.1,1.77,1.9,4.75,1.8,3.25,-0.5,1.8,1.67,1.8,1.8,4.5,3.1,3.4,1.73,2.87,1.85,2.0,3.8,2.04,4.5,4.33,1.85,1.77,2.05,3.3,-0.5,-0.5,1.8,1.95,5.0,1.85,Blackburn,West Brom,Blackburn_West Brom_2004
2,3.0,2.9,3.0,2.25,2.15,3.1,2.25,3.2,-0.25,1.8,2.2,2.04,2.1,3.3,3.2,3.2,2.25,3.2,1.86,2.0,2.9,1.8,3.0,2.88,1.85,2.0,1.9,3.2,-0.25,-0.25,2.2,1.85,3.1,2.0,Bolton,Charlton,Bolton_Charlton_2004
3,3.2,3.2,3.1,2.1,2.05,3.25,2.1,3.2,-0.25,1.9,2.1,1.78,2.1,3.3,3.25,3.25,2.0,3.1,1.85,1.9,3.2,2.06,3.0,3.4,1.85,1.85,2.05,3.25,-0.25,-0.25,2.0,2.0,3.4,1.85,Man City,Fulham,Man City_Fulham_2004
4,3.2,2.7,3.1,2.35,2.37,2.95,2.3,3.2,0.0,1.8,2.25,1.94,2.4,2.7,3.25,3.25,2.3,3.0,1.9,2.0,2.6,1.9,2.75,2.8,1.79,,2.1,3.15,-0.25,,2.3,,3.0,1.8,Middlesbrough,Newcastle,Middlesbrough_Newcastle_2004
5,3.2,3.3,3.1,2.15,2.0,3.2,2.1,3.2,-0.25,1.85,1.91,1.8,2.1,3.3,3.25,3.25,2.1,3.1,1.9,1.95,3.5,2.04,3.5,3.2,1.79,1.9,2.075,3.2,-0.25,-0.25,1.9,1.95,3.4,1.825,Norwich,Crystal Palace,Norwich_Crystal Palace_2004
6,3.2,2.62,3.0,2.45,2.3,2.8,2.4,3.2,0.0,1.8,2.38,2.08,2.25,3.0,3.2,3.2,2.3,3.2,1.95,2.0,2.7,1.76,2.6,2.8,1.75,1.85,2.1,3.2,-0.25,0.0,2.3,2.0,2.87,1.8,Portsmouth,Birmingham,Portsmouth_Birmingham_2004
7,3.2,2.3,3.0,2.75,2.75,2.4,3.1,3.2,0.25,1.9,2.75,2.04,3.0,2.25,3.2,3.2,3.0,3.1,1.85,1.9,2.3,1.8,2.25,2.2,1.85,1.95,1.925,3.2,0.25,0.25,2.7,1.9,2.25,1.975,Tottenham,Liverpool,Tottenham_Liverpool_2004
8,3.2,3.2,3.1,2.1,2.0,3.35,2.1,3.1,-0.25,1.85,2.1,2.0,2.15,3.2,3.25,3.25,2.1,3.2,1.9,1.95,3.2,1.84,3.0,3.2,1.79,1.6,2.05,3.25,-0.5,0.0,2.0,2.2,3.4,1.85,Chelsea,Man United,Chelsea_Man United_2004
9,3.25,1.61,3.2,4.75,5.5,1.77,6.0,3.4,0.75,1.9,5.0,1.96,5.0,1.7,3.4,3.3,5.0,3.1,1.75,1.9,1.75,1.88,1.62,1.67,1.95,1.95,1.85,3.3,0.75,0.75,4.0,1.9,1.61,2.05,Everton,Arsenal,Everton_Arsenal_2004
10,3.2,1.83,3.1,4.5,4.33,1.83,4.5,3.4,0.75,1.85,4.33,1.88,4.25,1.75,3.2,3.4,4.5,2.87,1.9,1.95,1.8,1.96,1.73,1.73,1.79,1.9,2.0,3.25,0.75,0.75,3.8,1.95,1.83,1.9,Birmingham,Chelsea,Birmingham_Chelsea_2004
11,3.25,3.75,3.1,2.05,1.83,3.5,2.0,3.25,-0.5,1.9,1.8,2.04,1.9,3.75,3.2,3.2,2.0,3.2,1.85,1.9,3.5,1.8,3.75,3.5,1.85,1.7,1.825,3.3,-0.5,-0.25,1.9,2.05,3.75,2.075,Charlton,Portsmouth,Charlton_Portsmouth_2004
12,3.2,2.8,3.0,2.35,2.2,2.95,2.3,3.1,0.0,1.85,2.2,1.8,2.25,3.0,3.25,3.2,2.3,3.2,1.85,1.95,3.1,2.04,2.8,2.88,1.85,2.0,2.1,3.2,0.0,-0.25,2.1,1.75,3.0,1.8,Crystal Palace,Everton,Crystal Palace_Everton_2004
13,3.2,2.9,3.1,2.25,2.15,3.1,2.25,3.2,-0.25,1.9,2.1,1.96,2.2,3.0,3.2,3.2,2.2,3.2,1.85,1.9,3.2,1.88,3.0,3.0,1.85,1.65,1.95,3.2,-0.25,0.0,2.0,2.15,3.1,1.95,Fulham,Bolton,Fulham_Bolton_2004
14,3.25,5.5,3.7,1.61,1.57,5.75,1.57,3.5,-1.0,1.95,1.57,2.0,1.6,5.25,3.5,3.6,1.53,3.3,1.79,1.85,5.0,1.84,5.5,6.0,1.9,2.2,1.825,3.5,-1.0,-1.25,1.5,1.6,6.5,2.075,Liverpool,Man City,Liverpool_Man City_2004
15,5.0,8.0,4.2,1.31,1.28,9.5,1.25,5.0,-1.5,2.05,1.22,2.02,1.25,10.0,5.0,5.0,1.25,4.5,1.71,1.75,8.0,1.82,10.0,10.0,2.0,1.65,1.8,4.75,-1.5,-1.25,1.3,2.15,13.0,2.1,Man United,Norwich,Man United_Norwich_2004
16,3.25,5.0,3.3,1.73,1.66,5.0,1.66,3.45,-0.75,1.95,1.62,1.92,1.7,4.45,3.4,3.4,1.62,3.1,1.79,1.85,4.4,1.92,5.0,5.5,1.9,2.15,1.9,3.3,-0.75,-1.0,1.65,1.65,5.5,2.0,Newcastle,Tottenham,Newcastle_Tottenham_2004
17,3.2,3.0,3.0,2.3,2.15,3.0,2.3,3.2,-0.25,1.75,2.1,2.0,2.2,3.0,3.25,3.25,2.25,3.1,1.95,2.05,3.1,1.84,3.0,2.88,1.75,1.65,1.85,3.2,-0.25,0.0,2.1,2.15,3.0,2.05,Southampton,Blackburn,Southampton_Blackburn_2004
18,4.5,8.0,3.9,1.36,1.33,9.0,1.36,4.0,-1.5,2.1,1.25,2.08,1.35,9.0,4.33,4.33,1.33,4.0,1.65,1.7,6.0,1.76,10.0,8.5,2.05,1.71,1.775,4.25,-1.5,-1.25,1.4,2.05,9.0,2.125,Arsenal,Middlesbrough,Arsenal_Middlesbrough_2004
19,3.0,2.5,3.0,2.8,2.62,2.45,2.87,3.1,0.25,1.75,2.88,1.72,2.65,2.5,3.2,3.1,2.8,2.9,1.95,2.05,2.3,2.12,2.25,2.38,1.75,1.75,2.125,3.2,0.25,0.25,2.7,2.12,2.4,1.775,West Brom,Aston Villa,West Brom_Aston Villa_2004
20,3.2,3.75,3.1,1.93,1.83,3.95,1.9,3.25,-0.25,1.75,1.91,2.12,1.95,3.6,3.1,3.25,1.91,3.2,1.95,2.05,3.5,1.72,3.5,3.75,1.75,2.2,2.1,3.25,-0.5,-0.75,1.9,1.6,4.33,1.8,Birmingham,Man City,Birmingham_Man City_2004
21,3.6,1.44,3.7,7.5,6.5,1.47,8.5,3.6,1.25,1.95,6.5,2.12,7.5,1.45,3.75,3.75,7.0,3.6,1.85,1.85,1.5,1.72,1.44,1.44,1.85,2.05,2.0,3.75,1.0,1.0,5.0,1.7,1.44,1.9,Crystal Palace,Chelsea,Crystal Palace_Chelsea_2004
22,5.0,9.5,4.5,1.3,1.22,10.0,1.28,5.0,-1.5,2.15,1.22,1.9,1.25,10.0,5.0,4.5,1.29,5.0,1.55,1.65,9.0,1.94,10.0,10.0,2.2,1.3,2.025,4.8,-1.5,-0.5,1.25,3.24,10.0,1.875,Arsenal,Blackburn,Arsenal_Blackburn_2004
23,3.2,2.75,3.0,2.35,2.3,2.95,2.5,3.2,0.0,1.8,2.5,1.82,2.4,2.7,3.2,3.2,2.38,3.1,1.95,2.0,2.7,2.02,2.5,2.75,1.75,2.35,2.1,3.2,0.0,-0.5,2.3,1.53,2.75,1.8,Charlton,Aston Villa,Charlton_Aston Villa_2004
24,3.25,2.75,3.0,2.4,2.3,2.85,2.5,3.25,0.0,1.85,2.2,2.1,2.3,2.8,3.2,3.2,2.38,3.1,1.95,1.95,2.7,1.74,2.75,2.75,1.75,2.4,2.15,3.2,-0.25,-0.5,2.3,1.51,2.75,1.75,Fulham,Middlesbrough,Fulham_Middlesbrough_2004
25,3.6,6.0,3.8,1.51,1.5,7.5,1.44,3.7,-1.25,2.0,1.44,2.08,1.45,7.0,4.0,3.75,1.44,3.4,1.75,1.8,5.4,1.76,6.5,7.0,1.95,2.25,1.775,3.5,-1.25,-1.5,1.45,1.46,7.5,2.125,Newcastle,Norwich,Newcastle_Norwich_2004
26,3.25,2.75,3.0,2.35,2.3,2.95,2.25,3.2,-0.25,1.85,2.2,2.06,2.1,3.2,3.2,3.2,2.2,3.1,1.95,1.95,2.9,1.78,2.75,3.0,1.75,2.35,1.85,3.2,-0.25,-0.5,2.2,1.53,3.1,2.05,Southampton,Bolton,Southampton_Bolton_2004
27,3.25,2.3,3.0,2.85,2.75,2.4,2.75,3.25,0.0,1.75,2.5,1.76,2.5,2.55,3.2,3.2,2.6,3.1,1.95,2.05,2.4,2.08,2.4,2.5,1.75,1.51,1.8,3.2,0.25,0.5,2.6,2.4,2.5,2.1,West Brom,Tottenham,West Brom_Tottenham_2004
28,3.2,2.8,3.0,2.4,2.3,2.8,2.4,3.2,0.0,1.8,2.2,1.86,2.25,2.9,3.2,3.2,2.3,3.0,1.95,2.0,2.7,1.98,2.8,2.88,1.75,1.8,2.1,3.25,0.0,0.0,2.3,2.05,2.87,1.8,Aston Villa,Newcastle,Aston Villa_Newcastle_2004
29,3.25,1.83,3.1,4.2,4.0,1.85,5.0,3.2,0.5,1.9,4.5,2.0,4.0,1.85,3.4,3.4,4.5,3.0,1.85,1.9,1.9,1.84,1.67,1.73,1.85,1.85,1.8,3.3,0.5,0.5,3.5,1.85,1.72,2.1,Blackburn,Man United,Blackburn_Man United_2004
30,4.0,8.5,4.5,1.3,1.3,10.0,1.28,4.5,-1.5,2.05,1.29,2.02,1.3,9.0,5.0,4.5,1.29,4.2,1.71,1.75,9.0,1.82,10.0,10.0,2.0,1.85,2.05,4.7,-1.75,-1.75,1.25,1.85,10.0,1.85,Chelsea,Southampton,Chelsea_Southampton_2004
31,3.2,3.5,3.1,2.0,2.05,3.65,2.0,3.2,-0.5,1.75,1.91,2.0,1.85,4.0,3.2,3.25,1.91,2.87,1.95,2.05,3.2,1.84,3.5,3.75,1.75,1.7,1.825,3.25,-0.5,-0.25,2.0,2.05,3.75,2.075,Everton,West Brom,Everton_West Brom_2004
32,3.2,3.1,3.0,2.15,2.1,3.25,2.25,3.25,-0.25,1.85,2.0,1.86,1.9,3.75,3.2,3.2,2.2,3.1,1.85,1.95,3.1,1.98,3.2,3.0,1.85,1.85,2.05,3.25,-0.25,-0.25,2.1,2.0,3.1,1.85,Man City,Charlton,Man City_Charlton_2004
33,3.4,5.5,3.7,1.55,1.53,6.5,1.44,3.45,-1.0,1.95,1.5,1.96,1.55,6.0,4.0,3.6,1.5,3.5,1.79,1.85,5.0,1.88,6.0,6.5,1.9,1.85,2.1,3.5,-1.25,-1.0,1.5,2.0,7.5,1.8,Middlesbrough,Crystal Palace,Middlesbrough_Crystal Palace_2004
34,3.75,1.33,3.9,7.5,8.0,1.42,9.0,3.75,1.25,2.2,7.0,2.0,7.0,1.45,4.33,4.0,7.5,4.0,1.65,1.65,1.4,1.84,1.4,1.4,2.05,1.9,2.0,4.1,1.25,1.25,6.0,1.95,1.36,1.9,Norwich,Arsenal,Norwich_Arsenal_2004
35,3.2,3.0,3.0,2.1,2.15,3.4,2.0,3.25,-0.5,1.8,1.83,2.12,1.9,3.75,3.2,3.2,2.0,3.1,1.9,2.0,3.1,1.72,3.75,3.5,1.79,1.8,1.8,3.25,-0.5,-0.25,2.1,2.05,3.75,2.1,Tottenham,Birmingham,Tottenham_Birmingham_2004
36,3.2,2.15,3.0,3.2,3.0,2.2,3.2,3.2,0.25,1.9,3.2,2.0,3.0,2.2,3.25,3.2,3.0,3.1,1.85,1.9,2.2,1.84,2.0,2.2,1.85,1.95,1.925,3.2,0.25,0.25,2.9,1.9,2.2,1.975,Bolton,Liverpool,Bolton_Liverpool_2004
37,4.333,8.5,4.2,1.33,1.28,9.5,1.28,4.5,-1.25,2.1,1.286,1.82,1.3,9.0,5.0,4.5,1.3,4.33,1.6,1.7,8.0,2.02,9.0,9.0,2.15,1.8,2.0,4.5,-1.25,-1.25,1.3,2.05,10.0,1.9,Man United,Everton,Man United_Everton_2004
38,3.2,3.0,3.0,2.3,2.15,3.0,2.3,3.2,,1.8,2.38,,2.3,2.85,3.25,3.25,2.25,3.1,1.9,2.0,2.9,,2.6,2.88,1.79,2.05,,3.2,,-0.25,2.2,1.8,3.0,,Portsmouth,Fulham,Portsmouth_Fulham_2004
39,3.25,1.9,3.1,3.8,3.5,1.95,4.333,3.2,0.5,1.7,3.75,1.94,3.8,1.9,3.1,3.25,3.75,3.2,1.95,2.1,1.9,1.9,1.8,1.9,1.75,2.05,1.975,3.3,0.5,0.25,3.5,1.7,1.909,1.925,Aston Villa,Chelsea,Aston Villa_Chelsea_2004
40,3.4,1.9,3.1,3.8,3.5,1.95,3.75,3.3,0.5,1.85,3.6,1.86,3.55,1.9,3.5,3.25,3.75,3.2,1.79,1.95,2.0,1.98,1.8330000000000002,1.9,1.9,2.1,2.025,3.3,0.5,0.25,3.2,1.67,1.909,1.875,Bolton,Man United,Bolton_Man United_2004
41,3.6,1.44,3.5,7.5,7.0,1.45,7.0,4.0,1.0,2.25,6.5,2.06,7.25,1.4,3.6,3.6,6.0,3.5,1.65,1.61,1.55,1.78,1.444,1.53,2.05,2.05,1.875,3.9,1.0,1.0,4.8,1.8,1.5330000000000001,2.025,Fulham,Arsenal,Fulham_Arsenal_2004
42,3.75,6.0,3.9,1.55,1.5,6.5,1.444,3.55,-1.25,2.0,1.4,1.84,1.5,6.5,3.75,4.0,1.4,3.4,1.79,1.8,6.0,2.0,7.0,7.5,1.9,1.67,1.95,3.6,-1.25,-1.0,1.4,2.1,8.5,1.95,Liverpool,West Brom,Liverpool_West Brom_2004
43,3.2,3.2,3.1,1.9,2.0,4.2,1.909,3.25,-0.5,1.95,2.0,1.92,1.9,3.75,3.1,3.25,1.9,3.2,1.85,1.85,3.8,1.92,3.2,3.75,1.85,1.65,1.975,3.2,-0.5,-0.25,1.8,2.15,4.333,1.925,Man City,Everton,Man City_Everton_2004
44,3.25,3.3,3.1,1.9,2.0,4.2,1.909,3.2,-0.5,1.75,1.8,1.94,1.8,4.3,3.1,3.25,1.9,3.1,1.9,2.05,3.5,1.9,3.75,3.75,1.79,1.65,1.975,3.2,-0.5,-0.25,1.9,2.15,4.333,1.925,Middlesbrough,Birmingham,Middlesbrough_Birmingham_2004
45,3.5,4.5,3.2,1.7,1.8,5.1,1.6669999999999998,3.5,-0.75,2.05,1.615,1.84,1.6,5.25,3.4,3.4,1.72,2.9,1.75,1.75,4.2,2.0,4.5,4.5,1.95,2.05,1.95,3.4,-0.75,-1.0,1.7,1.7,5.5,1.95,Newcastle,Blackburn,Newcastle_Blackburn_2004
46,3.4,4.2,3.1,1.7,1.72,5.1,1.8,3.3,-0.75,1.95,1.7269999999999999,2.1,1.7,4.75,3.5,3.4,1.72,3.25,1.85,1.85,3.8,1.74,4.0,4.5,1.85,2.2,1.775,3.4,-0.75,-1.0,1.8,1.6,4.333,2.125,Portsmouth,Crystal Palace,Portsmouth_Crystal Palace_2004
47,3.5,5.5,3.5,1.55,1.57,6.5,1.571,3.55,-0.75,1.9,1.571,1.88,1.5,6.5,3.5,3.4,1.61,3.3,1.79,1.9,4.8,1.96,5.0,5.5,1.9,2.05,2.025,3.6,-0.75,-1.0,1.55,1.7,6.5,1.875,Tottenham,Norwich,Tottenham_Norwich_2004
48,3.2,3.75,3.1,2.0,1.8,3.6,1.8330000000000002,3.25,-0.25,1.9,1.8330000000000002,2.0,1.95,3.55,3.3,3.2,2.0,3.3,1.85,1.9,3.5,1.84,3.75,3.5,1.85,1.8,2.1,3.35,-0.5,-0.25,1.9,2.05,4.333,1.8,Charlton,Southampton,Charlton_Southampton_2004
49,4.5,11.0,4.2,1.27,1.2,11.0,1.25,4.5,-1.5,2.2,1.25,,1.3,9.0,5.0,5.0,1.25,5.0,1.55,1.65,8.0,,10.0,10.0,2.25,1.67,1.925,5.0,,-1.25,1.3,2.1,13.0,1.975,Arsenal,Bolton,Arsenal_Bolton_2004
50,3.25,3.75,3.1,1.9,1.8,4.0,1.9,3.2,-0.5,1.75,1.91,1.9,1.85,4.0,3.1,3.25,1.91,3.3,1.9,2.05,3.8,1.94,3.4,3.75,1.79,1.65,1.95,3.3,-0.5,-0.25,1.8,2.15,4.33,1.95,Birmingham,Charlton,Birmingham_Charlton_2004
51,3.2,3.1,3.1,2.15,2.15,3.3,2.2,3.15,-0.5,1.85,2.1,1.82,2.0,3.5,3.25,3.25,2.2,3.0,1.85,1.95,3.2,2.02,3.0,3.0,1.85,1.55,1.75,3.2,-0.25,0.0,2.0,2.35,3.2,2.15,Blackburn,Portsmouth,Blackburn_Portsmouth_2004
52,3.25,2.5,3.0,2.65,2.5,2.55,2.6,3.25,0.0,1.85,2.5,2.04,2.5,2.55,3.2,3.2,2.5,3.1,1.85,1.95,2.5,1.8,2.4,2.62,1.85,2.3,1.85,3.2,0.0,-0.25,2.5,1.55,2.62,2.05,Crystal Palace,Man City,Crystal Palace_Man City_2004
53,3.2,2.5,3.0,2.8,2.62,2.4,2.75,3.2,0.0,1.85,2.6,2.0,2.75,2.35,3.2,3.2,2.62,2.9,1.9,1.95,2.5,1.84,2.38,2.5,1.79,2.4,1.85,3.25,0.0,-0.25,2.5,1.52,2.5,2.05,Norwich,Aston Villa,Norwich_Aston Villa_2004
54,3.2,2.62,3.0,2.4,2.37,2.8,2.5,3.15,0.0,1.75,2.38,1.82,2.3,2.85,3.2,3.2,2.4,3.1,1.95,2.05,2.9,2.02,2.6,2.7,1.75,2.2,2.1,3.25,0.0,-0.25,2.2,1.6,2.75,1.8,West Brom,Fulham,West Brom_Fulham_2004
55,3.4,7.0,3.9,1.5,1.44,7.0,1.5,3.6,-1.0,1.85,1.5,1.84,1.5,6.25,3.6,3.75,1.44,3.5,1.75,1.95,6.0,2.0,6.0,7.0,1.95,2.2,2.05,3.7,-1.0,-1.25,1.4,1.6,7.5,1.85,Chelsea,Tottenham,Chelsea_Tottenham_2004
56,3.2,2.62,3.0,2.4,2.37,2.8,2.5,3.2,0.0,1.8,2.25,1.84,2.35,2.75,3.2,3.2,2.38,3.1,1.85,2.0,2.6,2.0,2.75,2.75,1.85,2.1,2.1,3.25,0.0,-0.25,2.4,1.67,2.75,1.8,Everton,Middlesbrough,Everton_Middlesbrough_2004
57,3.2,2.25,3.0,2.6,2.75,2.55,2.87,3.15,0.0,1.8,2.6,2.04,2.5,2.6,3.25,3.2,2.75,3.2,1.85,2.0,2.5,1.8,2.38,2.38,1.85,2.6,1.8,3.25,0.0,-0.25,2.5,1.45,2.37,2.1,Southampton,Newcastle,Southampton_Newcastle_2004
58,3.2,3.4,3.0,2.0,2.0,3.75,2.0,3.2,-0.25,1.8,1.83,1.9,1.9,3.8,3.2,3.25,1.91,3.0,1.85,2.0,3.1,1.94,3.75,3.75,1.85,1.55,2.05,3.2,-0.25,0.0,2.1,2.3,3.75,1.85,Man United,Liverpool,Man United_Liverpool_2004
59,3.75,6.0,3.8,1.45,1.5,7.5,1.5,4.0,-1.25,1.9,1.36,1.94,1.4,7.25,3.6,3.6,1.5,3.4,1.75,1.9,5.4,1.9,8.0,6.5,1.95,1.95,1.875,3.9,-1.25,-1.25,1.45,1.9,7.5,2.025,Aston Villa,Crystal Palace,Aston Villa_Crystal Palace_2004
60,3.2,3.3,3.1,2.0,2.0,3.7,2.0,3.3,-0.5,1.75,1.8,1.98,1.85,3.85,3.2,3.25,1.91,3.1,1.9,2.05,3.5,1.86,4.0,3.75,1.79,1.6,1.9,3.25,-0.5,-0.25,1.9,2.2,3.75,2.0,Bolton,Birmingham,Bolton_Birmingham_2004
61,3.2,3.75,3.1,2.0,1.83,3.75,2.0,3.2,-0.5,1.75,1.83,2.04,1.95,3.6,3.2,3.25,1.91,3.2,1.95,2.05,3.6,1.8,3.75,3.75,1.75,1.6,1.775,3.2,-0.5,-0.25,1.85,2.2,3.75,2.125,Fulham,Southampton,Fulham_Southampton_2004
62,3.75,8.0,3.9,1.45,1.36,7.5,1.4,4.0,-1.25,1.9,1.36,2.02,1.35,9.0,4.0,4.0,1.4,3.75,1.79,1.9,6.0,1.82,8.0,7.5,1.9,1.7,1.825,3.9,-1.25,-1.0,1.4,2.05,9.0,2.075,Liverpool,Norwich,Liverpool_Norwich_2004
63,3.4,1.5,3.7,5.5,6.0,1.62,6.5,3.55,0.75,2.2,6.0,2.1,5.65,1.55,3.5,3.6,5.5,3.4,1.75,1.65,1.5,1.74,1.5,1.57,1.95,2.05,1.8,3.5,0.75,0.75,5.0,1.8,1.57,2.1,Man City,Arsenal,Man City_Arsenal_2004
64,3.2,2.1,3.1,3.3,3.1,2.15,3.5,3.2,0.25,1.7,3.75,2.1,3.2,2.1,3.2,3.2,3.5,3.1,1.95,2.1,2.0,1.74,1.83,2.0,1.75,2.05,1.85,3.2,0.25,0.25,3.2,1.8,2.1,2.05,Middlesbrough,Chelsea,Middlesbrough_Chelsea_2004
65,3.75,6.5,3.8,1.45,1.53,7.5,1.5,4.0,-1.25,1.95,1.4,1.94,1.4,7.25,3.75,3.75,1.44,3.1,1.75,1.85,5.4,1.9,7.0,7.0,1.95,1.6,1.85,3.9,-1.25,-1.0,1.45,2.2,7.0,2.05,Newcastle,West Brom,Newcastle_West Brom_2004
66,3.2,2.1,3.1,3.3,3.2,2.15,3.4,3.2,0.5,1.85,3.0,2.1,3.2,2.1,3.25,3.2,3.25,3.0,1.9,1.95,2.0,1.74,2.1,2.1,1.79,2.0,2.125,3.2,0.25,0.25,3.2,1.85,2.1,1.775,Tottenham,Man United,Tottenham_Man United_2004
67,3.2,3.0,3.0,2.25,2.1,3.1,2.25,3.1,-0.25,1.85,2.25,1.98,2.25,3.0,3.2,3.25,2.2,3.2,1.9,1.95,2.7,1.86,2.75,3.0,1.79,1.95,1.925,3.2,-0.25,-0.25,2.3,1.9,3.1,1.975,Portsmouth,Everton,Portsmouth_Everton_2004
68,3.2,3.5,3.1,2.1,1.95,3.45,2.1,3.25,-0.25,1.8,1.91,2.1,1.9,3.75,3.25,3.2,2.0,3.1,1.85,2.0,3.2,1.74,3.5,3.5,1.85,1.85,2.05,3.2,-0.5,-0.25,2.0,2.0,3.4,1.85,Charlton,Blackburn,Charlton_Blackburn_2004
69,5.0,9.5,4.0,1.27,1.22,10.0,1.28,5.5,-1.5,2.1,1.2,1.98,1.2,11.5,5.0,5.0,1.25,5.0,1.6,1.7,7.5,1.86,11.0,10.0,2.15,1.7,1.9,5.25,-1.5,-1.25,1.33,2.05,10.0,2.0,Arsenal,Charlton,Arsenal_Charlton_2004
70,3.2,2.7,3.0,2.4,2.37,2.9,2.37,3.1,0.0,1.7,2.38,1.8,2.45,2.7,3.25,3.2,2.4,3.0,2.0,2.1,2.7,2.04,2.6,2.7,1.71,2.05,2.1,3.15,0.0,-0.25,2.3,1.7,2.87,1.8,Blackburn,Aston Villa,Blackburn_Aston Villa_2004
71,3.2,2.8,3.0,2.3,2.25,3.0,2.25,3.15,-0.25,1.66,2.1,2.08,2.5,2.6,3.2,3.2,2.2,3.1,2.0,2.15,2.9,1.76,3.0,3.0,1.71,1.7,1.85,3.2,-0.25,0.0,2.2,2.05,3.1,2.05,Everton,Tottenham,Everton_Tottenham_2004
72,3.0,2.7,3.0,2.4,2.37,2.9,2.37,3.1,-0.25,1.75,2.38,2.0,2.25,3.0,3.25,3.2,2.3,3.0,2.0,2.05,2.9,1.84,2.75,2.88,1.71,1.7,1.875,3.15,-0.25,0.0,2.2,2.05,2.87,2.025,Norwich,Portsmouth,Norwich_Portsmouth_2004
73,3.2,2.62,3.0,2.35,2.37,2.95,2.37,3.1,0.0,1.75,2.25,2.08,2.25,3.0,3.25,3.2,2.3,3.1,1.95,2.05,2.9,1.76,2.75,2.88,1.75,2.05,2.05,3.15,-0.25,-0.25,2.2,1.7,2.87,1.85,Southampton,Man City,Southampton_Man City_2004
74,3.2,2.5,3.0,2.7,2.62,2.55,2.75,3.1,0.0,1.8,2.75,2.06,2.7,2.45,3.2,3.2,2.6,2.9,2.0,2.0,2.5,1.78,2.25,2.5,1.71,2.2,1.825,3.15,0.0,-0.25,2.5,1.6,2.5,2.075,West Brom,Bolton,West Brom_Bolton_2004
75,3.2,2.4,3.0,2.75,2.6,2.5,2.62,3.2,0.0,1.75,2.5,1.96,2.7,2.4,3.2,3.2,2.6,3.1,1.9,2.05,2.5,1.88,2.5,2.5,1.79,2.2,1.875,3.2,0.0,-0.25,2.5,1.6,2.6,2.025,Birmingham,Newcastle,Birmingham_Newcastle_2004
76,3.25,4.0,3.1,1.8,1.8,4.5,1.8,3.2,-0.5,1.7,1.67,1.88,1.8,4.3,3.1,3.2,1.8,3.1,2.0,2.1,3.8,1.96,4.5,4.33,1.75,1.5,2.05,3.3,-0.5,-0.25,1.8,2.45,5.0,1.85,Chelsea,Liverpool,Chelsea_Liverpool_2004
77,3.75,8.0,4.0,1.4,1.36,9.0,1.4,4.0,-1.25,2.0,1.36,1.76,1.4,7.25,4.0,4.0,1.36,3.75,1.71,1.8,7.0,2.08,8.0,8.0,2.0,1.55,2.125,4.0,-1.25,-1.0,1.35,2.3,9.0,1.775,Man United,Middlesbrough,Man United_Middlesbrough_2004
78,3.2,2.4,3.0,2.7,2.6,2.55,2.62,3.1,0.0,1.75,2.75,,2.6,2.55,3.2,3.2,2.6,3.1,1.9,2.05,2.3,,2.25,2.5,1.79,2.3,1.85,3.15,,-0.25,2.7,1.55,2.6,2.05,Crystal Palace,Fulham,Crystal Palace_Fulham_2004
79,4.5,8.5,4.0,1.3,1.28,11.0,1.3,4.5,-1.5,2.05,1.25,2.04,1.3,9.0,5.0,4.75,1.29,4.33,1.6,1.75,7.5,1.8,10.0,9.0,2.15,1.77,1.825,4.5,-1.5,-1.5,1.33,1.78,9.5,2.075,Arsenal,Aston Villa,Arsenal_Aston Villa_2004
80,3.2,1.83,3.2,4.5,4.0,1.8,5.5,3.35,0.5,1.8,4.33,2.12,4.3,1.75,3.2,3.4,4.5,3.0,1.9,2.0,1.75,1.72,1.73,1.73,1.79,1.99,1.775,3.3,0.5,0.5,4.0,1.75,1.72,2.125,Birmingham,Man United,Birmingham_Man United_2004
81,3.2,2.62,3.0,2.55,2.5,2.6,2.5,3.1,0.0,1.75,2.38,1.84,2.4,2.75,3.2,3.2,2.4,2.9,2.0,2.05,2.5,2.0,2.6,2.7,1.71,2.2,2.05,3.25,0.0,-0.25,2.5,1.6,2.75,1.85,Blackburn,Middlesbrough,Blackburn_Middlesbrough_2004
82,3.5,5.0,3.4,1.63,1.61,6.0,1.61,3.45,-1.0,1.9,1.57,2.02,1.55,6.0,3.6,3.6,1.57,3.3,1.85,1.9,4.6,1.82,5.0,5.5,1.85,2.2,1.875,3.4,-1.0,-1.25,1.6,1.6,5.5,2.025,Bolton,Crystal Palace,Bolton_Crystal Palace_2004
